,country1,country2,pairwise_levenshtein
13384,Mayotte,Sweden,48
13385,Mayotte,Switzerland,47
13386,Mayotte,Syrian Arab Republic,48
13387,Mayotte,Taiwan,46
13388,Mayotte,Tajikistan,48
13389,Mayotte,Tanzania,47
13390,Mayotte,Thailand,46
13391,Mayotte,Timor-Leste,47
13392,Mayotte,Togo,47
13393,Mayotte,Trinidad and Tobago,46
13394,Mayotte,Tunisia,46
13395,Mayotte,Turkey,47
13396,Mayotte,Turkmenistan,49
13397,Mayotte,Uganda,48
13398,Mayotte,Ukraine,48
13399,Mayotte,United Arab Emirates,46
13400,Mayotte,United Kingdom,47
13401,Mayotte,United States,48
13402,Mayotte,Uruguay,46
13403,Mayotte,Uzbekistan,48
13404,Mayotte,Venezuela,48
13405,Mayotte,Vietnam,48
13406,Mayotte,Yemen,48
13407,Mayotte,Zambia,46
13408,Mayotte,Zimbabwe,48
13409,Mexico,Moldova,49
13410,Mexico,Mongolia,48
13411,Mexico,Montenegro,45
13412,Mexico,Morocco,48
13413,Mexico,Mozambique,48
13414,Mexico,Myanmar,47
13415,Mexico,Namibia,46
13416,Mexico,Nepal,48
13417,Mexico,Netherlands,48
13418,Mexico,New Caledonia,47
13419,Mexico,New Zealand,47
13420,Mexico,Nicaragua,45
13421,Mexico,Niger,47
13422,Mexico,Nigeria,47
13423,Mexico,Norway,47
13424,Mexico,Oman,48
13425,Mexico,Pakistan,46
13426,Mexico,Palestinian Territory,47
13427,Mexico,Panama,45
13428,Mexico,Papua New Guinea,46
13429,Mexico,Paraguay,40
13430,Mexico,Peru,42
13431,Mexico,Philippines,46
13432,Mexico,Poland,47
13433,Mexico,Portugal,47
13434,Mexico,Puerto Rico,44
13435,Mexico,Qatar,48
13436,Mexico,Reunion,47
13437,Mexico,Romania,48
13438,Mexico,Russia,49
13439,Mexico,Rwanda,48
13440,Mexico,Saint Lucia,45
13441,Mexico,Saudi Arabia,47
13442,Mexico,Senegal,48
13443,Mexico,Serbia,48
13444,Mexico,Seychelles,47
13445,Mexico,Sierra Leone,47
13446,Mexico,Singapore,45
13447,Mexico,Slovakia,47
13448,Mexico,Slovenia,47
13449,Mexico,Somalia,47
13450,Mexico,South Africa,47
13451,Mexico,South Korea,49
13452,Mexico,Spain,46
13453,Mexico,Sri Lanka,46
13454,Mexico,Sudan,46
13455,Mexico,Suriname,46
13456,Mexico,Swaziland,47
13457,Mexico,Sweden,48
13458,Mexico,Switzerland,46
13459,Mexico,Syrian Arab Republic,47
13460,Mexico,Taiwan,48
13461,Mexico,Tajikistan,48
13462,Mexico,Tanzania,47
13463,Mexico,Thailand,48
13464,Mexico,Timor-Leste,47
13465,Mexico,Togo,46
13466,Mexico,Trinidad and Tobago,47
13467,Mexico,Tunisia,47
13468,Mexico,Turkey,47
13469,Mexico,Turkmenistan,49
13470,Mexico,Uganda,47
13471,Mexico,Ukraine,47
13472,Mexico,United Arab Emirates,46
13473,Mexico,United Kingdom,46
13474,Mexico,United States,47
13475,Mexico,Uruguay,45
13476,Mexico,Uzbekistan,48
13477,Mexico,Venezuela,48
13478,Mexico,Vietnam,48
13479,Mexico,Yemen,46
13480,Mexico,Zambia,47
13481,Mexico,Zimbabwe,46
13482,Moldova,Mongolia,50
13483,Moldova,Montenegro,48
13484,Moldova,Morocco,50
13485,Moldova,Mozambique,50
13486,Moldova,Myanmar,49
13487,Moldova,Namibia,49
13488,Moldova,Nepal,50
13489,Moldova,Netherlands,48
13490,Moldova,New Caledonia,49
13491,Moldova,New Zealand,49
13492,Moldova,Nicaragua,49
13493,Moldova,Niger,50
13494,Moldova,Nigeria,49
13495,Moldova,Norway,50
13496,Moldova,Oman,49
13497,Moldova,Pakistan,49
13498,Moldova,Palestinian Territory,50
13499,Moldova,Panama,49
13500,Moldova,Papua New Guinea,49
13501,Moldova,Paraguay,50
13502,Moldova,Peru,50
13503,Moldova,Philippines,49
13504,Moldova,Poland,50
13505,Moldova,Portugal,50
13506,Moldova,Puerto Rico,49
13507,Moldova,Qatar,49
13508,Moldova,Reunion,50
13509,Moldova,Romania,49
13510,Moldova,Russia,46
13511,Moldova,Rwanda,49
13512,Moldova,Saint Lucia,48
13513,Moldova,Saudi Arabia,50
13514,Moldova,Senegal,49
13515,Moldova,Serbia,49
13516,Moldova,Seychelles,49
13517,Moldova,Sierra Leone,50
13518,Moldova,Singapore,50
13519,Moldova,Slovakia,49
13520,Moldova,Slovenia,50
13521,Moldova,Somalia,49
13522,Moldova,South Africa,50
13523,Moldova,South Korea,49
13524,Moldova,Spain,50
13525,Moldova,Sri Lanka,50
13526,Moldova,Sudan,49
13527,Moldova,Suriname,48
13528,Moldova,Swaziland,50
13529,Moldova,Sweden,50
13530,Moldova,Switzerland,49
13531,Moldova,Syrian Arab Republic,49
13532,Moldova,Taiwan,49
13533,Moldova,Tajikistan,48
13534,Moldova,Tanzania,50
13535,Moldova,Thailand,48
13536,Moldova,Timor-Leste,50
13537,Moldova,Togo,50
13538,Moldova,Trinidad and Tobago,49
13539,Moldova,Tunisia,49
13540,Moldova,Turkey,49
13541,Moldova,Turkmenistan,49
13542,Moldova,Uganda,50
13543,Moldova,Ukraine,47
13544,Moldova,United Arab Emirates,50
13545,Moldova,United Kingdom,49
13546,Moldova,United States,50
13547,Moldova,Uruguay,49
13548,Moldova,Uzbekistan,48
13549,Moldova,Venezuela,50
13550,Moldova,Vietnam,50
13551,Moldova,Yemen,50
13552,Moldova,Zambia,49
13553,Moldova,Zimbabwe,50
13554,Mongolia,Montenegro,48
13555,Mongolia,Morocco,48
13556,Mongolia,Mozambique,48
13557,Mongolia,Myanmar,48
13558,Mongolia,Namibia,47
13559,Mongolia,Nepal,46
13560,Mongolia,Netherlands,48
13561,Mongolia,New Caledonia,48
13562,Mongolia,New Zealand,48
13563,Mongolia,Nicaragua,48
13564,Mongolia,Niger,48
13565,Mongolia,Nigeria,47
13566,Mongolia,Norway,48
13567,Mongolia,Oman,48
13568,Mongolia,Pakistan,48
13569,Mongolia,Palestinian Territory,48
13570,Mongolia,Panama,47
13571,Mongolia,Papua New Guinea,47
13572,Mongolia,Paraguay,48
13573,Mongolia,Peru,48
13574,Mongolia,Philippines,48
13575,Mongolia,Poland,48
13576,Mongolia,Portugal,48
13577,Mongolia,Puerto Rico,47
13578,Mongolia,Qatar,48
13579,Mongolia,Reunion,48
13580,Mongolia,Romania,48
13581,Mongolia,Russia,50
13582,Mongolia,Rwanda,48
13583,Mongolia,Saint Lucia,48
13584,Mongolia,Saudi Arabia,48
13585,Mongolia,Senegal,47
13586,Mongolia,Serbia,47
13587,Mongolia,Seychelles,47
13588,Mongolia,Sierra Leone,48
13589,Mongolia,Singapore,48
13590,Mongolia,Slovakia,48
13591,Mongolia,Slovenia,48
13592,Mongolia,Somalia,48
13593,Mongolia,South Africa,48
13594,Mongolia,South Korea,49
13595,Mongolia,Spain,48
13596,Mongolia,Sri Lanka,48
13597,Mongolia,Sudan,48
13598,Mongolia,Suriname,46
13599,Mongolia,Swaziland,48
13600,Mongolia,Sweden,48
13601,Mongolia,Switzerland,48
13602,Mongolia,Syrian Arab Republic,48
13603,Mongolia,Taiwan,48
13604,Mongolia,Tajikistan,48
13605,Mongolia,Tanzania,48
13606,Mongolia,Thailand,48
13607,Mongolia,Timor-Leste,48
13608,Mongolia,Togo,48
13609,Mongolia,Trinidad and Tobago,48
13610,Mongolia,Tunisia,48
13611,Mongolia,Turkey,48
13612,Mongolia,Turkmenistan,49
13613,Mongolia,Uganda,48
13614,Mongolia,Ukraine,48
13615,Mongolia,United Arab Emirates,48
13616,Mongolia,United Kingdom,48
13617,Mongolia,United States,48
13618,Mongolia,Uruguay,48
13619,Mongolia,Uzbekistan,48
13620,Mongolia,Venezuela,48
13621,Mongolia,Vietnam,48
13622,Mongolia,Yemen,48
13623,Mongolia,Zambia,48
13624,Mongolia,Zimbabwe,47
13625,Montenegro,Morocco,48
13626,Montenegro,Mozambique,48
13627,Montenegro,Myanmar,47
13628,Montenegro,Namibia,46
13629,Montenegro,Nepal,48
13630,Montenegro,Netherlands,47
13631,Montenegro,New Caledonia,47
13632,Montenegro,New Zealand,47
13633,Montenegro,Nicaragua,48
13634,Montenegro,Niger,47
13635,Montenegro,Nigeria,47
13636,Montenegro,Norway,47
13637,Montenegro,Oman,48
13638,Montenegro,Pakistan,47
13639,Montenegro,Palestinian Territory,47
13640,Montenegro,Panama,47
13641,Montenegro,Papua New Guinea,46
13642,Montenegro,Paraguay,45
13643,Montenegro,Peru,45
13644,Montenegro,Philippines,47
13645,Montenegro,Poland,46
13646,Montenegro,Portugal,47
13647,Montenegro,Puerto Rico,47
13648,Montenegro,Qatar,48
13649,Montenegro,Reunion,46
13650,Montenegro,Romania,47
13651,Montenegro,Russia,49
13652,Montenegro,Rwanda,48
13653,Montenegro,Saint Lucia,46
13654,Montenegro,Saudi Arabia,47
13655,Montenegro,Senegal,48
13656,Montenegro,Serbia,46
13657,Montenegro,Seychelles,46
13658,Montenegro,Sierra Leone,47
13659,Montenegro,Singapore,47
13660,Montenegro,Slovakia,46
13661,Montenegro,Slovenia,47
13662,Montenegro,Somalia,47
13663,Montenegro,South Africa,47
13664,Montenegro,South Korea,49
13665,Montenegro,Spain,47
13666,Montenegro,Sri Lanka,47
13667,Montenegro,Sudan,48
13668,Montenegro,Suriname,47
13669,Montenegro,Swaziland,47
13670,Montenegro,Sweden,48
13671,Montenegro,Switzerland,46
13672,Montenegro,Syrian Arab Republic,48
13673,Montenegro,Taiwan,48
13674,Montenegro,Tajikistan,47
13675,Montenegro,Tanzania,47
13676,Montenegro,Thailand,48
13677,Montenegro,Timor-Leste,48
13678,Montenegro,Togo,46
13679,Montenegro,Trinidad and Tobago,46
13680,Montenegro,Tunisia,48
13681,Montenegro,Turkey,46
13682,Montenegro,Turkmenistan,49
13683,Montenegro,Uganda,48
13684,Montenegro,Ukraine,47
13685,Montenegro,United Arab Emirates,47
13686,Montenegro,United Kingdom,47
13687,Montenegro,United States,48
13688,Montenegro,Uruguay,47
13689,Montenegro,Uzbekistan,48
13690,Montenegro,Venezuela,48
13691,Montenegro,Vietnam,48
13692,Montenegro,Yemen,48
13693,Montenegro,Zambia,48
13694,Montenegro,Zimbabwe,47
13695,Morocco,Mozambique,49
13696,Morocco,Myanmar,47
13697,Morocco,Namibia,48
13698,Morocco,Nepal,48
13699,Morocco,Netherlands,49
13700,Morocco,New Caledonia,48
13701,Morocco,New Zealand,49
13702,Morocco,Nicaragua,48
13703,Morocco,Niger,48
13704,Morocco,Nigeria,48
13705,Morocco,Norway,49
13706,Morocco,Oman,48
13707,Morocco,Pakistan,48
13708,Morocco,Palestinian Territory,47
13709,Morocco,Panama,49
13710,Morocco,Papua New Guinea,48
13711,Morocco,Paraguay,48
13712,Morocco,Peru,48
13713,Morocco,Philippines,47
13714,Morocco,Poland,48
13715,Morocco,Portugal,49
13716,Morocco,Puerto Rico,48
13717,Morocco,Qatar,49
13718,Morocco,Reunion,49
13719,Morocco,Romania,47
13720,Morocco,Russia,50
13721,Morocco,Rwanda,49
13722,Morocco,Saint Lucia,48
13723,Morocco,Saudi Arabia,48
13724,Morocco,Senegal,49
13725,Morocco,Serbia,48
13726,Morocco,Seychelles,48
13727,Morocco,Sierra Leone,48
13728,Morocco,Singapore,49
13729,Morocco,Slovakia,47
13730,Morocco,Slovenia,48
13731,Morocco,Somalia,47
13732,Morocco,South Africa,47
13733,Morocco,South Korea,49
13734,Morocco,Spain,48
13735,Morocco,Sri Lanka,48
13736,Morocco,Sudan,49
13737,Morocco,Suriname,48
13738,Morocco,Swaziland,46
13739,Morocco,Sweden,49
13740,Morocco,Switzerland,48
13741,Morocco,Syrian Arab Republic,49
13742,Morocco,Taiwan,48
13743,Morocco,Tajikistan,49
13744,Morocco,Tanzania,48
13745,Morocco,Thailand,48
13746,Morocco,Timor-Leste,48
13747,Morocco,Togo,48
13748,Morocco,Trinidad and Tobago,49
13749,Morocco,Tunisia,49
13750,Morocco,Turkey,48
13751,Morocco,Turkmenistan,49
13752,Morocco,Uganda,49
13753,Morocco,Ukraine,49
13754,Morocco,United Arab Emirates,48
13755,Morocco,United Kingdom,49
13756,Morocco,United States,49
13757,Morocco,Uruguay,48
13758,Morocco,Uzbekistan,49
13759,Morocco,Venezuela,48
13760,Morocco,Vietnam,49
13761,Morocco,Yemen,48
13762,Morocco,Zambia,49
13763,Morocco,Zimbabwe,48
13764,Mozambique,Myanmar,47
13765,Mozambique,Namibia,47
13766,Mozambique,Nepal,48
13767,Mozambique,Netherlands,48
13768,Mozambique,New Caledonia,48
13769,Mozambique,New Zealand,47
13770,Mozambique,Nicaragua,47
13771,Mozambique,Niger,47
13772,Mozambique,Nigeria,48
13773,Mozambique,Norway,46
13774,Mozambique,Oman,47
13775,Mozambique,Pakistan,46
13776,Mozambique,Palestinian Territory,48
13777,Mozambique,Panama,48
13778,Mozambique,Papua New Guinea,47
13779,Mozambique,Paraguay,48
13780,Mozambique,Peru,47
13781,Mozambique,Philippines,47
13782,Mozambique,Poland,48
13783,Mozambique,Portugal,47
13784,Mozambique,Puerto Rico,47
13785,Mozambique,Qatar,48
13786,Mozambique,Reunion,47
13787,Mozambique,Romania,45
13788,Mozambique,Russia,50
13789,Mozambique,Rwanda,46
13790,Mozambique,Saint Lucia,47
13791,Mozambique,Saudi Arabia,48
13792,Mozambique,Senegal,48
13793,Mozambique,Serbia,47
13794,Mozambique,Seychelles,47
13795,Mozambique,Sierra Leone,47
13796,Mozambique,Singapore,47
13797,Mozambique,Slovakia,48
13798,Mozambique,Slovenia,48
13799,Mozambique,Somalia,47
13800,Mozambique,South Africa,47
13801,Mozambique,South Korea,49
13802,Mozambique,Spain,47
13803,Mozambique,Sri Lanka,48
13804,Mozambique,Sudan,48
13805,Mozambique,Suriname,46
13806,Mozambique,Swaziland,46
13807,Mozambique,Sweden,48
13808,Mozambique,Switzerland,47
13809,Mozambique,Syrian Arab Republic,47
13810,Mozambique,Taiwan,47
13811,Mozambique,Tajikistan,48
13812,Mozambique,Tanzania,48
13813,Mozambique,Thailand,48
13814,Mozambique,Timor-Leste,47
13815,Mozambique,Togo,48
13816,Mozambique,Trinidad and Tobago,47
13817,Mozambique,Tunisia,48
13818,Mozambique,Turkey,48
13819,Mozambique,Turkmenistan,49
13820,Mozambique,Uganda,47
13821,Mozambique,Ukraine,47
13822,Mozambique,United Arab Emirates,47
13823,Mozambique,United Kingdom,48
13824,Mozambique,United States,47
13825,Mozambique,Uruguay,48
13826,Mozambique,Uzbekistan,48
13827,Mozambique,Venezuela,47
13828,Mozambique,Vietnam,48
13829,Mozambique,Yemen,47
13830,Mozambique,Zambia,47
13831,Mozambique,Zimbabwe,48
13832,Myanmar,Namibia,47
13833,Myanmar,Nepal,48
13834,Myanmar,Netherlands,48
13835,Myanmar,New Caledonia,47
13836,Myanmar,New Zealand,48
13837,Myanmar,Nicaragua,46
13838,Myanmar,Niger,47
13839,Myanmar,Nigeria,47
13840,Myanmar,Norway,48
13841,Myanmar,Oman,48
13842,Myanmar,Pakistan,46
13843,Myanmar,Palestinian Territory,47
13844,Myanmar,Panama,47
13845,Myanmar,Papua New Guinea,45
13846,Myanmar,Paraguay,46
13847,Myanmar,Peru,47
13848,Myanmar,Philippines,47
13849,Myanmar,Poland,47
13850,Myanmar,Portugal,48
13851,Myanmar,Puerto Rico,47
13852,Myanmar,Qatar,47
13853,Myanmar,Reunion,48
13854,Myanmar,Romania,48
13855,Myanmar,Russia,49
13856,Myanmar,Rwanda,48
13857,Myanmar,Saint Lucia,47
13858,Myanmar,Saudi Arabia,46
13859,Myanmar,Senegal,48
13860,Myanmar,Serbia,47
13861,Myanmar,Seychelles,48
13862,Myanmar,Sierra Leone,47
13863,Myanmar,Singapore,48
13864,Myanmar,Slovakia,46
13865,Myanmar,Slovenia,48
13866,Myanmar,Somalia,46
13867,Myanmar,South Africa,47
13868,Myanmar,South Korea,48
13869,Myanmar,Spain,47
13870,Myanmar,Sri Lanka,46
13871,Myanmar,Sudan,47
13872,Myanmar,Suriname,47
13873,Myanmar,Swaziland,48
13874,Myanmar,Sweden,47
13875,Myanmar,Switzerland,47
13876,Myanmar,Syrian Arab Republic,46
13877,Myanmar,Taiwan,48
13878,Myanmar,Tajikistan,48
13879,Myanmar,Tanzania,46
13880,Myanmar,Thailand,47
13881,Myanmar,Timor-Leste,47
13882,Myanmar,Togo,47
13883,Myanmar,Trinidad and Tobago,48
13884,Myanmar,Tunisia,46
13885,Myanmar,Turkey,47
13886,Myanmar,Turkmenistan,48
13887,Myanmar,Uganda,48
13888,Myanmar,Ukraine,48
13889,Myanmar,United Arab Emirates,47
13890,Myanmar,United Kingdom,48
13891,Myanmar,United States,48
13892,Myanmar,Uruguay,47
13893,Myanmar,Uzbekistan,48
13894,Myanmar,Venezuela,48
13895,Myanmar,Vietnam,48
13896,Myanmar,Yemen,47
13897,Myanmar,Zambia,47
13898,Myanmar,Zimbabwe,48
13899,Namibia,Nepal,48
13900,Namibia,Netherlands,46
13901,Namibia,New Caledonia,47
13902,Namibia,New Zealand,45
13903,Namibia,Nicaragua,47
13904,Namibia,Niger,46
13905,Namibia,Nigeria,46
13906,Namibia,Norway,46
13907,Namibia,Oman,46
13908,Namibia,Pakistan,46
13909,Namibia,Palestinian Territory,48
13910,Namibia,Panama,47
13911,Namibia,Papua New Guinea,46
13912,Namibia,Paraguay,47
13913,Namibia,Peru,47
13914,Namibia,Philippines,45
13915,Namibia,Poland,48
13916,Namibia,Portugal,48
13917,Namibia,Puerto Rico,48
13918,Namibia,Qatar,47
13919,Namibia,Reunion,47
13920,Namibia,Romania,46
13921,Namibia,Russia,49
13922,Namibia,Rwanda,47
13923,Namibia,Saint Lucia,46
13924,Namibia,Saudi Arabia,48
13925,Namibia,Senegal,47
13926,Namibia,Serbia,48
13927,Namibia,Seychelles,48
13928,Namibia,Sierra Leone,48
13929,Namibia,Singapore,47
13930,Namibia,Slovakia,48
13931,Namibia,Slovenia,47
13932,Namibia,Somalia,45
13933,Namibia,South Africa,46
13934,Namibia,South Korea,49
13935,Namibia,Spain,48
13936,Namibia,Sri Lanka,47
13937,Namibia,Sudan,48
13938,Namibia,Suriname,47
13939,Namibia,Swaziland,46
13940,Namibia,Sweden,48
13941,Namibia,Switzerland,47
13942,Namibia,Syrian Arab Republic,48
13943,Namibia,Taiwan,47
13944,Namibia,Tajikistan,48
13945,Namibia,Tanzania,48
13946,Namibia,Thailand,47
13947,Namibia,Timor-Leste,47
13948,Namibia,Togo,47
13949,Namibia,Trinidad and Tobago,47
13950,Namibia,Tunisia,46
13951,Namibia,Turkey,48
13952,Namibia,Turkmenistan,49
13953,Namibia,Uganda,47
13954,Namibia,Ukraine,48
13955,Namibia,United Arab Emirates,45
13956,Namibia,United Kingdom,48
13957,Namibia,United States,45
13958,Namibia,Uruguay,48
13959,Namibia,Uzbekistan,48
13960,Namibia,Venezuela,48
13961,Namibia,Vietnam,48
13962,Namibia,Yemen,47
13963,Namibia,Zambia,48
13964,Namibia,Zimbabwe,46
13965,Nepal,Netherlands,48
13966,Nepal,New Caledonia,48
13967,Nepal,New Zealand,48
13968,Nepal,Nicaragua,48
13969,Nepal,Niger,48
13970,Nepal,Nigeria,48
13971,Nepal,Norway,48
13972,Nepal,Oman,48
13973,Nepal,Pakistan,48
13974,Nepal,Palestinian Territory,48
13975,Nepal,Panama,48
13976,Nepal,Papua New Guinea,48
13977,Nepal,Paraguay,48
13978,Nepal,Peru,48
13979,Nepal,Philippines,48
13980,Nepal,Poland,48
13981,Nepal,Portugal,48
13982,Nepal,Puerto Rico,48
13983,Nepal,Qatar,48
13984,Nepal,Reunion,48
13985,Nepal,Romania,48
13986,Nepal,Russia,50
13987,Nepal,Rwanda,48
13988,Nepal,Saint Lucia,48
13989,Nepal,Saudi Arabia,48
13990,Nepal,Senegal,48
13991,Nepal,Serbia,48
13992,Nepal,Seychelles,48
13993,Nepal,Sierra Leone,48
13994,Nepal,Singapore,48
13995,Nepal,Slovakia,48
13996,Nepal,Slovenia,48
13997,Nepal,Somalia,48
13998,Nepal,South Africa,48
13999,Nepal,South Korea,49
14000,Nepal,Spain,48
14001,Nepal,Sri Lanka,48
14002,Nepal,Sudan,48
14003,Nepal,Suriname,48
14004,Nepal,Swaziland,48
14005,Nepal,Sweden,47
14006,Nepal,Switzerland,48
14007,Nepal,Syrian Arab Republic,48
14008,Nepal,Taiwan,48
14009,Nepal,Tajikistan,48
14010,Nepal,Tanzania,48
14011,Nepal,Thailand,47
14012,Nepal,Timor-Leste,48
14013,Nepal,Togo,48
14014,Nepal,Trinidad and Tobago,48
14015,Nepal,Tunisia,48
14016,Nepal,Turkey,48
14017,Nepal,Turkmenistan,49
14018,Nepal,Uganda,48
14019,Nepal,Ukraine,48
14020,Nepal,United Arab Emirates,48
14021,Nepal,United Kingdom,47
14022,Nepal,United States,48
14023,Nepal,Uruguay,47
14024,Nepal,Uzbekistan,48
14025,Nepal,Venezuela,48
14026,Nepal,Vietnam,48
14027,Nepal,Yemen,48
14028,Nepal,Zambia,48
14029,Nepal,Zimbabwe,48
14030,Netherlands,New Caledonia,47
14031,Netherlands,New Zealand,43
14032,Netherlands,Nicaragua,47
14033,Netherlands,Niger,48
14034,Netherlands,Nigeria,48
14035,Netherlands,Norway,47
14036,Netherlands,Oman,46
14037,Netherlands,Pakistan,48
14038,Netherlands,Palestinian Territory,48
14039,Netherlands,Panama,46
14040,Netherlands,Papua New Guinea,48
14041,Netherlands,Paraguay,47
14042,Netherlands,Peru,47
14043,Netherlands,Philippines,48
14044,Netherlands,Poland,46
14045,Netherlands,Portugal,45
14046,Netherlands,Puerto Rico,44
14047,Netherlands,Qatar,45
14048,Netherlands,Reunion,45
14049,Netherlands,Romania,46
14050,Netherlands,Russia,46
14051,Netherlands,Rwanda,48
14052,Netherlands,Saint Lucia,48
14053,Netherlands,Saudi Arabia,47
14054,Netherlands,Senegal,48
14055,Netherlands,Serbia,46
14056,Netherlands,Seychelles,47
14057,Netherlands,Sierra Leone,47
14058,Netherlands,Singapore,46
14059,Netherlands,Slovakia,48
14060,Netherlands,Slovenia,46
14061,Netherlands,Somalia,48
14062,Netherlands,South Africa,47
14063,Netherlands,South Korea,48
14064,Netherlands,Spain,47
14065,Netherlands,Sri Lanka,47
14066,Netherlands,Sudan,46
14067,Netherlands,Suriname,47
14068,Netherlands,Swaziland,46
14069,Netherlands,Sweden,43
14070,Netherlands,Switzerland,46
14071,Netherlands,Syrian Arab Republic,47
14072,Netherlands,Taiwan,48
14073,Netherlands,Tajikistan,48
14074,Netherlands,Tanzania,47
14075,Netherlands,Thailand,48
14076,Netherlands,Timor-Leste,46
14077,Netherlands,Togo,48
14078,Netherlands,Trinidad and Tobago,47
14079,Netherlands,Tunisia,47
14080,Netherlands,Turkey,47
14081,Netherlands,Turkmenistan,48
14082,Netherlands,Uganda,47
14083,Netherlands,Ukraine,47
14084,Netherlands,United Arab Emirates,45
14085,Netherlands,United Kingdom,45
14086,Netherlands,United States,45
14087,Netherlands,Uruguay,46
14088,Netherlands,Uzbekistan,47
14089,Netherlands,Venezuela,48
14090,Netherlands,Vietnam,46
14091,Netherlands,Yemen,48
14092,Netherlands,Zambia,47
14093,Netherlands,Zimbabwe,46
14094,New Caledonia,New Zealand,47
14095,New Caledonia,Nicaragua,48
14096,New Caledonia,Niger,47
14097,New Caledonia,Nigeria,48
14098,New Caledonia,Norway,47
14099,New Caledonia,Oman,48
14100,New Caledonia,Pakistan,46
14101,New Caledonia,Palestinian Territory,47
14102,New Caledonia,Panama,45
14103,New Caledonia,Papua New Guinea,47
14104,New Caledonia,Paraguay,46
14105,New Caledonia,Peru,47
14106,New Caledonia,Philippines,46
14107,New Caledonia,Poland,46
14108,New Caledonia,Portugal,46
14109,New Caledonia,Puerto Rico,46
14110,New Caledonia,Qatar,46
14111,New Caledonia,Reunion,44
14112,New Caledonia,Romania,44
14113,New Caledonia,Russia,49
14114,New Caledonia,Rwanda,48
14115,New Caledonia,Saint Lucia,46
14116,New Caledonia,Saudi Arabia,48
14117,New Caledonia,Senegal,48
14118,New Caledonia,Serbia,47
14119,New Caledonia,Seychelles,47
14120,New Caledonia,Sierra Leone,48
14121,New Caledonia,Singapore,47
14122,New Caledonia,Slovakia,47
14123,New Caledonia,Slovenia,46
14124,New Caledonia,Somalia,46
14125,New Caledonia,South Africa,47
14126,New Caledonia,South Korea,49
14127,New Caledonia,Spain,45
14128,New Caledonia,Sri Lanka,48
14129,New Caledonia,Sudan,46
14130,New Caledonia,Suriname,47
14131,New Caledonia,Swaziland,47
14132,New Caledonia,Sweden,46
14133,New Caledonia,Switzerland,47
14134,New Caledonia,Syrian Arab Republic,47
14135,New Caledonia,Taiwan,48
14136,New Caledonia,Tajikistan,48
14137,New Caledonia,Tanzania,48
14138,New Caledonia,Thailand,46
14139,New Caledonia,Timor-Leste,46
14140,New Caledonia,Togo,46
14141,New Caledonia,Trinidad and Tobago,45
14142,New Caledonia,Tunisia,47
14143,New Caledonia,Turkey,48
14144,New Caledonia,Turkmenistan,49
14145,New Caledonia,Uganda,47
14146,New Caledonia,Ukraine,48
14147,New Caledonia,United Arab Emirates,47
14148,New Caledonia,United Kingdom,46
14149,New Caledonia,United States,47
14150,New Caledonia,Uruguay,47
14151,New Caledonia,Uzbekistan,47
14152,New Caledonia,Venezuela,47
14153,New Caledonia,Vietnam,47
14154,New Caledonia,Yemen,48
14155,New Caledonia,Zambia,47
14156,New Caledonia,Zimbabwe,47
14157,New Zealand,Nicaragua,48
14158,New Zealand,Niger,48
14159,New Zealand,Nigeria,47
14160,New Zealand,Norway,44
14161,New Zealand,Oman,47
14162,New Zealand,Pakistan,48
14163,New Zealand,Palestinian Territory,48
14164,New Zealand,Panama,46
14165,New Zealand,Papua New Guinea,48
14166,New Zealand,Paraguay,48
14167,New Zealand,Peru,47
14168,New Zealand,Philippines,48
14169,New Zealand,Poland,46
14170,New Zealand,Portugal,45
14171,New Zealand,Puerto Rico,45
14172,New Zealand,Qatar,46
14173,New Zealand,Reunion,47
14174,New Zealand,Romania,44
14175,New Zealand,Russia,49
14176,New Zealand,Rwanda,48
14177,New Zealand,Saint Lucia,48
14178,New Zealand,Saudi Arabia,48
14179,New Zealand,Senegal,48
14180,New Zealand,Serbia,47
14181,New Zealand,Seychelles,46
14182,New Zealand,Sierra Leone,48
14183,New Zealand,Singapore,45
14184,New Zealand,Slovakia,48
14185,New Zealand,Slovenia,47
14186,New Zealand,Somalia,48
14187,New Zealand,South Africa,47
14188,New Zealand,South Korea,49
14189,New Zealand,Spain,47
14190,New Zealand,Sri Lanka,48
14191,New Zealand,Sudan,47
14192,New Zealand,Suriname,46
14193,New Zealand,Swaziland,48
14194,New Zealand,Sweden,44
14195,New Zealand,Switzerland,46
14196,New Zealand,Syrian Arab Republic,47
14197,New Zealand,Taiwan,48
14198,New Zealand,Tajikistan,48
14199,New Zealand,Tanzania,47
14200,New Zealand,Thailand,48
14201,New Zealand,Timor-Leste,45
14202,New Zealand,Togo,48
14203,New Zealand,Trinidad and Tobago,43
14204,New Zealand,Tunisia,47
14205,New Zealand,Turkey,48
14206,New Zealand,Turkmenistan,48
14207,New Zealand,Uganda,46
14208,New Zealand,Ukraine,46
14209,New Zealand,United Arab Emirates,47
14210,New Zealand,United Kingdom,43
14211,New Zealand,United States,46
14212,New Zealand,Uruguay,46
14213,New Zealand,Uzbekistan,48
14214,New Zealand,Venezuela,48
14215,New Zealand,Vietnam,47
14216,New Zealand,Yemen,48
14217,New Zealand,Zambia,47
14218,New Zealand,Zimbabwe,48
14219,Nicaragua,Niger,47
14220,Nicaragua,Nigeria,47
14221,Nicaragua,Norway,48
14222,Nicaragua,Oman,45
